Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy,Hit woodwork,Big chances missed,Big chances missed per match,Clean sheets,Goals conceded,Goals conceded per match,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s 1v1,Successful 50/50s per match,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Assists per match,Passes,Passes per match,Big chances created,Big chances created per match,Crosses,Cross accuracy %,Through balls,Accurate long balls,Accurate long balls per match,Saves,Saves per match,Penalties saved,Penalties saved per match,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
David McGoldrick,17,Sheffield-United,Forward,Ireland,32,30,10,10,2,0.07,0,1,1,0,0,47,20,43.00%,0,15,0.5,0,0,0,41,0,0,9,3,24,18,0,0,0,0,0,0,0,0,0,0,2,0.07,636,21.2,4,0.13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,12
Lys Mousset,11,Sheffield-United,Forward,France,24,88,31,38,9,0.1,1,6,2,0,0,81,24,30.00%,1,11,0.13,0,0,0,25,0,0,25,8,17,10,0,0,0,0,0,0,0,0,0,0,4,0.05,585,6.65,9,0.1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,21
Shane Long,7,Southampton,Forward,Ireland,33,322,110,143,55,0.17,14,28,12,1,0,403,161,40.00%,17,64,0.2,0,0,0,230,0,0,53,125,181,113,0,0,0,0,0,0,0,0,0,0,23,0.07,4540,14.1,25,0.08,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,395,186
Danny Ings,9,Southampton,Forward,England,28,113,32,47,45,0.4,7,24,13,6,0,268,108,40.00%,10,26,0.23,0,0,0,106,0,0,65,37,45,26,0,0,0,0,0,0,0,0,0,0,9,0.08,1938,17.15,14,0.12,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,91,43
Che Adams,10,Southampton,Forward,England,24,32,13,14,4,0.12,0,4,0,0,0,41,13,32.00%,1,11,0.34,0,0,0,6,0,0,15,2,9,3,0,0,0,0,0,0,0,0,0,0,2,0.06,282,8.81,5,0.16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,11
Michael Obafemi,14,Southampton,Forward,Ireland,20,28,10,12,4,0.14,0,3,1,0,0,20,8,40.00%,0,4,0.14,0,0,0,8,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0.11,156,5.57,3,0.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,4
Lucas Moura,27,Tottenham-Hotspur,Forward,Brazil,28,75,38,26,14,0.19,2,10,2,0,0,108,37,34.00%,1,17,0.23,0,0,0,95,0,0,29,42,51,40,0,0,0,0,0,0,0,0,0,0,5,0.07,1653,22.04,7,0.09,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,62,20
Jack Clarke,47,Tottenham-Hotspur,Forward,England,19,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son Heung-Min,7,Tottenham-Hotspur,Forward,South Korea,28,162,95,36,57,0.35,3,31,23,0,0,354,151,43.00%,11,27,0.17,0,0,0,110,0,0,96,57,43,18,0,0,0,0,0,0,0,0,0,0,29,0.18,3731,23.03,32,0.2,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,65,99
Harry Kane,10,Tottenham-Hotspur,Forward,England,27,212,120,48,144,0.68,22,88,33,20,1,783,354,45.00%,22,85,0.4,0,0,0,139,0,0,190,59,147,111,0,0,0,0,0,0,0,0,0,0,24,0.11,4408,20.79,38,0.18,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,208,160
Steven Bergwijn,23,Tottenham-Hotspur,Forward,Netherlands,22,16,8,4,3,0.19,0,3,0,0,0,9,4,44.00%,0,0,0,0,0,0,10,0,0,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0.06,265,16.56,1,0.06,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0
Gareth Bale,9,Tottenham-Hotspur,Forward,Wales,31,146,62,41,42,0.29,4,5,32,0,3,435,161,37.00%,16,21,0.14,0,0,0,220,0,0,113,240,295,77,0,0,0,0,0,0,0,0,0,0,20,0.14,4663,31.94,32,0.22,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,86,30
Hal Robson-Kanu,4,West-Bromwich-Albion,Forward,Wales,31,76,16,39,12,0.16,3,2,7,1,0,73,28,38.00%,2,5,0.07,0,0,0,21,0,0,17,29,34,20,0,0,0,0,0,0,0,0,0,0,3,0.04,682,8.97,2,0.03,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,76,13
Kenneth Zohore,9,West-Bromwich-Albion,Forward,Denmark,26,19,4,13,1,0.05,0,0,1,0,0,17,8,47.00%,0,2,0.11,0,0,0,3,0,0,4,2,5,5,0,0,0,0,0,0,0,0,0,0,1,0.05,136,7.16,1,0.05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,4
Matheus Pereira,12,West-Bromwich-Albion,Forward,Brazil,24,2,0,2,1,0.5,0,0,1,0,1,4,2,50.00%,0,0,0,0,0,0,1,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0.5,56,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Charlie Austin,15,West-Bromwich-Albion,Forward,England,31,106,25,55,34,0.32,11,20,3,6,0,255,106,42.00%,6,34,0.32,0,0,0,62,0,0,78,17,84,52,0,0,0,0,0,0,0,0,0,0,8,0.08,1500,14.15,7,0.07,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,83,68
Callum Robinson,7,West-Bromwich-Albion,Forward,Ireland,25,22,3,10,1,0.05,0,1,0,0,0,14,5,36.00%,0,1,0.05,0,0,0,7,0,0,3,7,3,3,0,0,0,0,0,0,0,0,0,0,1,0.05,190,8.64,2,0.09,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5
Jamie Soule,32,West-Bromwich-Albion,Forward,England,19,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail Antonio,30,West-Ham-United,Forward,England,30,135,46,56,37,0.27,18,15,5,1,0,307,117,38.00%,13,35,0.26,0,0,0,120,71%,0,72,126,123,57,0,479,926,1066,297,2.2,316,413,0,2,14,0.1,2689,19.92,21,0.16,322,21%,17,117,0.87,0,0,0,0,0,0,0,0,0,0,14,1,153,60
Andriy Yarmolenko,7,West-Ham-United,Forward,Ukraine,30,34,10,16,7,0.21,0,0,7,0,0,38,17,45.00%,1,3,0.09,0,0,0,18,0,0,8,8,7,3,0,0,0,0,0,0,0,0,0,0,1,0.03,626,18.41,7,0.21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25,9
Jarrod Bowen,20,West-Ham-United,Forward,England,23,22,4,15,1,0.05,0,0,1,0,0,32,7,22.00%,2,3,0.14,0,0,0,24,0,0,14,19,4,1,0,0,0,0,0,0,0,0,0,0,4,0.18,328,14.91,4,0.18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
Sébastien Haller,22,West-Ham-United,Forward,France,26,34,9,18,7,0.21,0,5,2,0,0,58,28,48.00%,0,6,0.18,0,0,0,22,0,0,10,8,26,22,0,0,0,0,0,0,0,0,0,0,1,0.03,779,22.91,2,0.06,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,19
Xande Silva,32,West-Ham-United,Forward,Portugal,23,1,0,1,0,1,0,0,0,0,0,2,0,2.00%,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Longelo,56,West-Ham-United,Forward,England,19,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Neto,7,Wolverhampton-Wanderers,Forward,Portugal,20,31,14,7,3,0.1,0,1,2,0,0,19,6,32.00%,0,3,0.1,0,0,0,11,0,0,7,9,3,0,0,0,0,0,0,0,0,0,0,0,4,0.13,399,12.87,5,0.16,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,5
Raul Jiménez,9,Wolverhampton-Wanderers,Forward,Mexico,29,78,32,23,32,0.41,9,19,4,6,0,237,82,35.00%,7,20,0.26,0,0,0,51,0,0,53,43,75,57,0,0,0,0,0,0,0,0,0,0,13,0.17,2108,27.03,26,0.33,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,81,52
Adama Traoré,37,Wolverhampton-Wanderers,Forward,Spain,24,105,27,47,5,0.05,0,5,0,0,0,78,21,27.00%,2,6,0.06,0,0,0,86,0,0,26,27,26,13,0,0,0,0,0,0,0,0,0,0,12,0.11,1434,13.66,13,0.12,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,80,13
Fábio Silva,17,Wolverhampton-Wanderers,Forward,Portugal,18,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Campana,30,Wolverhampton-Wanderers,Forward,Ecuador,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
