Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy,Hit woodwork,Big chances missed,Big chances missed per match,Clean sheets,Goals conceded,Goals conceded per match,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s 1v1,Successful 50/50s per match,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Assists per match,Passes,Passes per match,Big chances created,Big chances created per match,Crosses,Cross accuracy %,Through balls,Accurate long balls,Accurate long balls per match,Saves,Saves per match,Penalties saved,Penalties saved per match,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
Adam Forshaw,4,Leeds-United,Midfielder,England,28,35,6,16,0,35,0,0,0,0,0,28,6,21%,0,2,0.06,0,0,0,62,69%,0,9,36,23,10,0,176,133,169,22,0.63,17,41,0,0,1,0.03,1355,38.71,3,0.09,51,20%,8,99,2.83,0,0,0,0,0,0,0,0,0,0,4,0,33,1
Ezgjan Alioski,10,Leeds-United,Midfielder,0,0,1,1,0,0,1,0,0,0,0,0,1,1,100%,0,0,0,0,0,0,1,100%,0,0,1,0,0,0,2,2,4,0,0,0,1,0,0,0,0,11,11,0,0,1,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stuart Dallas,15,Leeds-United,Midfielder,Northern Ireland,29,2,1,1,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,12,67%,0,0,4,7,2,0,18,19,5,2,1,1,0,0,0,0,0,101,50.5,0,0,1,1%,1,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Hernández,19,Leeds-United,Midfielder,Spain,35,58,15,26,5,0.09,0,4,1,0,0,78,21,27%,1,2,0.03,0,0,0,56,68%,0,23,54,26,7,0,203,159,254,54,0.93,6,33,0,0,13,0.22,2341,40.36,12,0.21,183,17%,24,135,2.33,0,0,0,0,0,0,0,0,0,0,5,0,29,10
Kalvin Phillips,23,Leeds-United,Midfielder,England,24,2,1,1,0,2,0,0,0,0,0,1,0,1%,0,0,0,0,0,0,8,63%,0,0,4,6,0,0,15,12,7,0,0,2,2,0,0,1,0.5,92,46,0,0,10,40%,0,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Klich,43,Leeds-United,Midfielder,Poland,30,2,1,1,2,1,0,2,0,1,0,2,2,100%,0,0,0,0,0,0,6,83%,0,0,4,2,1,0,16,11,18,1,0.5,3,2,0,0,1,0.5,92,46,0,0,3,3%,0,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,5,1
Jamie Shackleton,46,Leeds-United,Midfielder,England,20,1,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,100%,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Harrison,22,Leeds-United,Midfielder,England,23,2,1,1,1,0.5,0,1,0,0,0,3,1,33%,0,0,0,0,0,0,3,67%,0,1,2,0,0,0,7,11,15,3,1.5,2,2,0,0,0,0,47,23.5,0,0,4,25%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Alfie McCalmont,38,Leeds-United,Midfielder,Northern Ireland,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Bogusz,44,Leeds-United,Midfielder,Poland,19,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demarai Gray,7,Leicester-City,Midfielder,England,24,132,53,50,10,0.08,0,8,1,0,0,138,47,34%,2,9,0.07,0,0,0,76,64%,0,45,39,39,9,0,312,311,401,138,1.05,24,102,0,1,9,0.07,1920,14.55,13,0.1,263,18%,10,73,0.55,0,0,0,0,0,0,0,0,0,0,7,0,36,12
Youri Tielemans,8,Leicester-City,Midfielder,Belgium,23,52,25,17,6,0.12,1,3,2,0,0,89,27,30%,1,1,0.02,0,0,0,71,55%,0,28,32,23,10,0,279,218,216,44,0.85,39,44,0,0,10,0.19,2594,49.88,14,0.27,114,17%,24,152,2.92,0,0,0,0,0,0,0,0,0,0,4,0,43,1
James Maddison,10,Leicester-City,Midfielder,England,23,69,31,25,13,0.19,0,11,2,1,4,157,46,29%,2,11,0.16,0,0,0,107,58%,0,54,21,10,4,0,291,394,328,101,1.46,18,58,0,0,10,0.14,2913,42.22,21,0.3,429,30%,41,152,2.2,0,0,0,0,0,0,0,0,0,0,7,1,62,6
Marc Albrighton,11,Leicester-City,Midfielder,England,30,258,91,94,17,0.07,2,13,2,0,1,220,70,32%,5,13,0.05,0,0,0,425,75%,0,75,261,169,45,0,1232,962,1124,284,1.1,69,184,0,0,37,0.14,5597,21.69,60,0.23,1593,20%,33,363,1.41,0,0,0,0,0,0,0,0,0,0,32,1,167,17
Harvey Barnes,15,Leicester-City,Midfielder,England,22,57,26,21,8,0.14,0,7,1,0,0,112,43,38%,0,12,0.21,0,0,0,28,68%,0,32,11,9,5,0,138,180,192,78,1.37,37,51,0,0,11,0.19,1083,19,9,0.16,67,12%,8,19,0.33,0,0,0,0,0,0,0,0,0,0,0,0,30,6
Hamza Choudhury,20,Leicester-City,Midfielder,England,22,37,16,13,1,0.03,0,1,0,0,0,13,4,31%,0,1,0.03,0,0,0,50,46%,0,6,47,28,10,0,106,86,96,5,0.14,17,17,0,0,2,0.05,900,24.32,2,0.05,8,13%,1,41,1.11,0,0,0,0,0,0,0,0,0,0,3,1,24,0
Matty James,22,Leicester-City,Midfielder,England,29,42,12,21,0,42,0,0,0,0,0,38,8,21%,1,4,0.1,0,0,0,61,77%,0,14,67,62,31,0,197,172,146,25,0.6,62,48,0,0,1,0.02,1260,30,3,0.07,110,28%,2,57,1.36,0,0,0,0,0,0,0,0,0,0,4,1,34,0
Adrien Silva,23,Leicester-City,Midfielder,Portugal,31,14,4,7,0,14,0,0,0,0,0,11,2,18%,0,0,0,0,0,0,24,63%,0,5,15,1,1,0,63,52,75,7,0.5,11,21,0,0,1,0.07,512,36.57,1,0.07,4,4%,3,26,1.86,0,0,0,0,0,0,0,0,0,0,3,0,9,0
Wilfred Ndidi,25,Leicester-City,Midfielder,Nigeria,23,122,52,44,6,0.05,1,4,1,0,0,153,24,16%,5,4,0.03,0,0,0,482,62%,0,42,253,297,145,0,1022,1066,866,103,0.84,398,331,0,1,5,0.04,6181,50.66,3,0.02,27,4%,15,284,2.33,0,0,0,0,0,0,0,0,0,0,20,2,189,5
Dennis Praet,26,Leicester-City,Midfielder,Belgium,26,29,13,11,2,0.07,0,2,0,0,0,21,5,24%,1,0,0,0,0,0,37,49%,0,10,20,12,5,0,85,72,89,15,0.52,7,16,0,0,3,0.1,604,20.83,4,0.14,25,12%,2,21,0.72,0,0,0,0,0,0,0,0,0,0,2,0,20,1
Rachid Ghezzal,31,Leicester-City,Midfielder,Algeria,28,19,5,12,1,0.05,0,0,1,0,0,19,5,26%,1,1,0.05,0,0,0,14,0,0,10,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,422,22.21,3,0.16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0
Nampalys Mendy,24,Leicester-City,Midfielder,France,28,44,20,16,0,44,0,0,0,0,0,3,1,33%,0,0,0,0,0,0,45,58%,0,1,37,30,7,0,198,141,113,21,0.48,17,24,0,1,0,0,1559,35.43,0,0,6,67%,2,66,1.5,0,0,0,0,0,0,0,0,0,0,7,0,34,0
Cengiz Ünder,0,Leicester-City,Midfielder,Turkey,23,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,3,Liverpool,Midfielder,Brazil,26,58,46,4,3,0.05,1,2,0,0,0,29,8,28%,0,1,0.02,0,0,0,126,55%,0,11,67,43,17,0,292,293,242,19,0.33,99,69,0,0,5,0.09,3291,56.74,4,0.07,19,37%,5,157,2.71,0,0,0,0,0,0,0,0,0,0,12,0,63,0
Georginio Wijnaldum,5,Liverpool,Midfielder,Netherlands,29,181,111,32,25,0.14,8,16,1,1,0,224,86,38%,2,16,0.09,0,0,0,200,68%,0,55,117,124,68,0,989,696,725,194,1.07,142,197,0,2,16,0.09,7603,42.01,15,0.08,67,24%,13,240,1.33,0,0,0,0,0,0,0,0,0,0,7,0,84,15
James Milner,7,Liverpool,Midfielder,England,34,539,272,133,55,0.1,1,38,8,17,4,496,151,30%,7,14,0.03,0,0,0,803,77%,0,174,437,423,126,0,1751,1843,2223,310,0.58,337,514,0,2,84,0.16,16171,30,46,0.09,2247,23%,110,882,1.64,0,0,0,0,0,0,0,0,0,0,65,3,438,45
Naby Keita,8,Liverpool,Midfielder,Guinea,25,45,36,2,4,0.09,1,3,0,0,0,40,17,43%,1,4,0.09,0,0,0,69,42%,0,11,25,17,6,0,202,164,174,50,1.11,20,31,0,0,4,0.09,1760,39.11,6,0.13,12,12%,12,32,0.71,0,0,0,0,0,0,0,0,0,0,1,0,35,1
Jordan Henderson,14,Liverpool,Midfielder,England,30,342,185,79,30,0.09,1,22,7,1,2,344,99,29%,9,16,0.05,0,0,0,673,71%,0,98,437,336,130,0,1878,1182,1223,135,0.39,243,241,0,1,46,0.13,17932,52.43,49,0.14,792,23%,129,1188,3.47,0,0,0,0,0,0,0,0,0,0,34,2,299,29
Alex Oxlade-Chamberlain,15,Liverpool,Midfielder,England,27,196,114,41,16,0.08,0,14,2,0,0,237,65,27%,8,11,0.06,0,0,0,188,74%,0,87,133,75,25,0,566,707,704,344,1.76,76,131,0,3,22,0.11,4570,23.32,27,0.14,421,20%,53,250,1.28,0,0,0,0,0,0,0,0,0,0,10,0,104,13
Marko Grujic,16,Liverpool,Midfielder,Serbia,24,8,4,3,0,8,0,0,0,0,0,4,2,50%,0,0,0,0,0,0,3,67%,0,0,0,0,0,0,3,12,7,2,0.25,5,3,0,0,0,0,47,5.88,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Curtis Jones,17,Liverpool,Midfielder,England,19,7,6,0,1,0.14,0,1,0,0,0,6,2,33%,0,0,0,0,0,0,4,100%,0,1,2,0,0,0,17,9,18,3,0.43,2,5,0,0,0,0,143,20.43,0,0,0,0%,0,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Harry Wilson,59,Liverpool,Midfielder,Wales,23,31,7,19,7,0.23,0,0,7,0,2,56,20,36%,1,2,0.06,0,0,0,23,57%,0,25,11,11,5,0,85,87,92,17,0.55,6,22,0,0,0,0,575,18.55,4,0.13,35,11%,6,42,1.35,0,0,0,0,0,0,0,0,0,0,2,0,12,1
Harvey Elliott,67,Liverpool,Midfielder,England,17,4,2,2,0,4,0,0,0,0,0,1,1,100%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,4,1,1,1,0.25,0,0,0,0,0,0,22,5.5,0,0,3,3%,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,23,Liverpool,Midfielder,Switzerland,28,115,49,37,22,0.19,1,3,18,0,3,187,64,34%,4,10,0.09,0,0,0,70,54%,0,50,43,15,8,0,446,330,467,121,1.05,16,48,0,0,18,0.16,3039,26.43,32,0.28,555,26%,55,175,1.52,0,0,0,0,0,0,0,0,0,0,12,0,79,30
Thiago,6,Liverpool,Midfielder,Spain,29,1,1,0,0,1,0,0,0,0,0,1,0,1%,0,0,0,0,0,0,1,1%,0,0,1,0,0,0,3,2,7,0,0,1,1,0,0,0,0,82,82,0,0,1,1%,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Patrick Roberts,0,Manchester-City,Midfielder,England,23,6,0,6,0,6,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,100%,0,0,0,0,0,0,2,10,3,6,1,0,0,0,0,0,0,30,5,0,0,0,0%,0,2,0.33,0,0,0,0,0,0,0,0,0,0,1,0,2,0
İlkay Gündoğan,8,Manchester-City,Midfielder,Germany,29,102,75,17,15,0.15,2,10,3,2,1,127,34,27%,3,7,0.07,0,0,0,83,60%,0,47,84,45,19,0,462,262,273,74,0.73,43,56,0,0,6,0.06,5854,57.39,12,0.12,143,29%,36,224,2.2,0,0,0,0,0,0,0,0,0,0,13,0,45,2
Rodrigo,16,Manchester-City,Midfielder,Spain,24,36,25,8,3,0.08,1,2,0,0,0,25,9,36%,0,0,0,0,0,0,53,58%,0,4,27,32,19,0,235,177,147,33,0.92,59,31,0,0,2,0.06,2673,74.25,3,0.08,8,25%,2,174,4.83,0,0,0,0,0,0,0,0,0,0,9,0,45,0
Kevin De Bruyne,17,Manchester-City,Midfielder,Belgium,29,156,109,22,37,0.24,0,28,9,3,3,367,133,36%,20,13,0.08,0,0,0,214,68%,0,97,88,59,30,0,758,633,768,221,1.42,64,103,0,1,67,0.43,8407,53.89,97,0.62,1109,26%,131,436,2.79,0,0,0,0,0,0,0,0,0,0,14,0,122,16
Bernardo Silva,20,Manchester-City,Midfielder,Portugal,26,105,81,15,19,0.18,2,1,16,0,0,139,51,37%,3,17,0.16,0,0,0,115,65%,0,50,59,46,14,0,366,334,378,118,1.12,30,65,0,0,18,0.17,4015,38.24,21,0.2,192,20%,13,132,1.26,0,0,0,0,0,0,0,0,0,0,8,0,63,4
Fernandinho,25,Manchester-City,Midfielder,Brazil,35,225,156,36,18,0.08,2,14,2,0,0,217,63,29%,3,11,0.05,0,0,0,549,70%,0,50,353,415,267,0,1300,1338,1193,184,0.82,427,339,0,0,16,0.07,14806,65.8,24,0.11,69,22%,75,650,2.89,0,0,0,0,0,0,0,0,0,0,46,4,324,4
Phil Foden,47,Manchester-City,Midfielder,England,20,42,38,3,7,0.17,1,1,5,0,0,50,22,44%,1,3,0.07,0,0,0,25,76%,0,11,10,4,1,0,52,99,96,40,0.95,13,29,0,0,3,0.07,819,19.5,3,0.07,38,24%,7,21,0.5,0,0,0,0,0,0,0,0,0,0,0,0,17,1
Tommy Doyle,69,Manchester-City,Midfielder,England,18,1,1,0,0,1,0,0,0,0,0,1,1,100%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,20,20,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrián Bernabé,82,Manchester-City,Midfielder,Spain,19,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Pogba,6,Manchester-United,Midfielder,France,27,112,63,18,25,0.22,4,19,2,7,0,301,110,37%,11,21,0.19,0,0,0,157,67%,0,81,83,116,77,0,718,824,753,239,2.13,224,159,0,1,26,0.23,7139,63.74,21,0.19,105,14%,68,547,4.88,0,0,0,0,0,0,0,0,0,0,19,1,190,13
Juan Mata,8,Manchester-United,Midfielder,Spain,32,262,136,61,51,0.19,2,7,42,2,8,362,133,37%,11,29,0.11,0,0,0,196,71%,0,99,132,63,5,0,1084,616,890,173,0.66,22,68,0,1,52,0.2,11379,43.43,68,0.26,1099,24%,89,641,2.45,0,0,0,0,0,0,0,0,0,0,19,1,134,102
Jesse Lingard,14,Manchester-United,Midfielder,England,27,133,68,31,18,0.14,2,15,1,1,0,178,69,39%,6,18,0.14,0,0,0,130,68%,0,53,52,34,4,0,336,358,526,96,0.72,19,100,0,0,10,0.08,3536,26.59,18,0.14,121,16%,30,59,0.44,0,0,0,0,0,0,0,0,0,0,15,0,140,20
Andreas Pereira,15,Manchester-United,Midfielder,Brazil,24,45,21,13,2,0.04,0,1,1,0,0,45,16,36%,0,1,0.02,0,0,0,34,62%,0,14,20,12,4,0,140,101,213,32,0.71,13,49,0,1,4,0.09,1111,24.69,8,0.18,88,19%,3,42,0.93,0,0,0,0,0,0,0,0,0,0,10,0,42,4
Fred,17,Manchester-United,Midfielder,Brazil,27,46,22,14,1,0.02,0,1,0,0,0,57,12,21%,3,1,0.02,0,0,0,89,55%,0,13,54,35,9,0,339,205,250,50,1.09,12,32,0,1,1,0.02,2437,52.98,4,0.09,76,25%,6,170,3.7,0,0,0,0,0,0,0,0,0,0,10,0,67,2
Bruno Fernandes,18,Manchester-United,Midfielder,Portugal,26,15,9,1,8,0.53,0,8,0,4,1,47,19,40%,3,4,0.27,0,0,0,24,54%,0,9,11,14,9,0,75,57,76,15,1,3,11,0,0,7,0.47,871,58.07,3,0.2,87,21%,8,52,3.47,0,0,0,0,0,0,0,0,0,0,2,0,10,2
Daniel James,21,Manchester-United,Midfielder,Wales,22,34,15,9,3,0.09,0,3,0,0,0,43,20,47%,0,2,0.06,0,0,0,22,50%,0,11,7,6,1,0,94,111,141,27,0.79,8,26,0,0,6,0.18,722,21.24,6,0.18,100,15%,4,13,0.38,0,0,0,0,0,0,0,0,0,0,4,0,14,2
Nemanja Matic,31,Manchester-United,Midfielder,Serbia,32,208,127,36,6,0.03,0,2,4,0,0,134,35,26%,3,7,0.03,0,0,0,491,69%,0,46,337,406,255,0,1583,1196,1009,235,1.13,343,239,0,1,19,0.09,12463,59.92,11,0.05,92,20%,26,741,3.56,0,0,0,0,0,0,0,0,0,0,36,3,234,14
Scott McTominay,39,Manchester-United,Midfielder,Scotland,23,59,33,13,6,0.1,0,4,2,0,0,48,17,35%,0,3,0.05,0,0,0,69,64%,0,17,62,62,39,0,259,288,224,38,0.64,94,69,0,1,1,0.02,1926,32.64,2,0.03,22,18%,4,94,1.59,0,0,0,0,0,0,0,0,0,0,6,0,59,1
Donny van de Beek,34,Manchester-United,Midfielder,Netherlands,23,1,0,1,1,1,0,1,0,0,0,1,1,100%,0,0,0,0,0,0,1,1%,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,22,22,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Murphy,23,Newcastle-United,Midfielder,England,25,34,6,22,1,0.03,0,1,0,0,0,24,8,33%,0,1,0.03,0,0,0,19,63%,0,7,7,15,3,0,97,76,120,37,1.09,11,27,0,0,2,0.06,325,9.56,4,0.12,56,18%,1,11,0.32,0,0,0,0,0,0,0,0,0,0,0,0,12,1
Jonjo Shelvey,8,Newcastle-United,Midfielder,England,28,215,77,86,20,0.09,1,16,3,2,1,374,114,30%,12,17,0.08,0,0,0,261,71%,0,105,198,175,61,0,1111,573,609,135,0.63,109,101,0,3,23,0.11,8878,41.29,30,0.14,610,24%,67,976,4.54,0,0,0,0,0,0,0,0,0,0,33,4,178,12
Matt Ritchie,11,Newcastle-United,Midfielder,Scotland,31,128,38,58,11,0.09,1,1,9,1,0,206,51,25%,5,7,0.05,0,0,0,193,68%,0,76,150,173,80,0,637,507,649,58,0.45,113,211,0,1,20,0.16,4121,32.2,27,0.21,753,25%,16,222,1.73,0,0,0,0,0,0,0,0,0,0,24,0,159,8
Isaac Hayden,14,Newcastle-United,Midfielder,England,25,82,31,31,3,0.04,1,2,0,0,0,55,17,31%,0,2,0.02,0,0,0,171,56%,0,20,104,102,49,0,316,424,372,45,0.55,161,122,0,0,6,0.07,2149,26.21,9,0.11,66,24%,6,69,0.84,0,0,0,0,0,0,0,0,0,0,15,2,92,2
Miguel Almiron,24,Newcastle-United,Midfielder,Paraguay,26,48,17,18,4,0.08,0,2,2,0,0,76,25,33%,2,11,0.23,0,0,0,81,63%,0,25,39,20,8,0,256,222,205,53,1.1,11,37,0,0,3,0.06,1098,22.88,4,0.08,65,25%,3,28,0.58,0,0,0,0,0,0,0,0,0,0,5,0,37,28
Christian Atsu,30,Newcastle-United,Midfielder,Ghana,28,80,25,32,3,0.04,0,0,3,0,0,72,28,39%,0,4,0.05,0,0,0,52,77%,0,17,26,41,17,0,245,217,380,73,0.91,32,142,0,0,6,0.08,1096,13.7,12,0.15,117,19%,8,24,0.3,0,0,0,0,0,0,0,0,0,0,5,0,34,14
Sean Longstaff,36,Newcastle-United,Midfielder,England,22,33,12,15,2,0.06,0,1,1,0,0,33,9,27%,1,0,0,0,0,0,52,62%,0,10,29,28,8,0,119,123,134,12,0.36,26,33,0,1,1,0.03,925,28.03,3,0.09,36,28%,1,64,1.94,0,0,0,0,0,0,0,0,0,0,4,1,24,0
Matthew Longstaff,4,Newcastle-United,Midfielder,England,20,9,2,4,2,0.22,0,2,0,0,0,4,2,50%,1,0,0,0,0,0,3,33%,0,1,5,3,1,0,38,17,29,3,0.33,6,5,0,0,0,0,255,28.33,1,0.11,2,50%,1,10,1.11,0,0,0,0,0,0,0,0,0,0,1,0,6,0
Jeff Hendrick,16,Newcastle-United,Midfielder,Ireland,28,124,41,55,10,0.08,1,8,1,0,0,99,25,25%,0,7,0.06,0,0,0,91,55%,0,38,80,93,45,0,510,349,520,84,0.68,94,147,0,0,6,0.05,3063,24.7,7,0.06,95,20%,10,134,1.08,0,0,0,0,0,0,0,0,0,0,19,1,97,34
Ryan Fraser,21,Newcastle-United,Midfielder,Scotland,26,121,34,59,16,0.13,0,13,3,0,1,132,61,46%,1,7,0.06,0,0,0,57,65%,0,38,67,80,34,0,413,364,360,66,0.55,31,97,0,0,26,0.21,3469,28.67,41,0.34,711,23%,16,94,0.78,0,0,0,0,0,0,0,0,0,0,7,0,40,14
Henri Saivet,28,Newcastle-United,Midfielder,Senegal,29,5,3,2,1,0.2,0,1,0,0,1,1,1,100%,0,0,0,0,0,0,18,67%,0,0,9,10,3,0,24,23,20,1,0.2,3,7,0,1,0,0,106,21.2,0,0,2,2%,0,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Daniel Barlaser,32,Newcastle-United,Midfielder,England,23,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Fleck,4,Sheffield-United,Midfielder,Scotland,29,32,10,13,5,0.16,0,1,4,0,0,32,11,34%,1,2,0.06,0,0,0,39,72%,0,12,26,22,8,0,177,120,136,46,1.44,14,28,0,0,2,0.06,1047,32.72,5,0.16,158,23%,3,38,1.19,0,0,0,0,0,0,0,0,0,0,8,0,27,1
John Lundstram,7,Sheffield-United,Midfielder,England,26,36,12,13,5,0.14,0,4,1,0,0,44,11,25%,1,5,0.14,0,0,0,47,66%,0,10,34,44,23,0,165,105,148,19,0.53,26,36,0,0,3,0.08,1247,34.64,8,0.22,75,15%,3,90,2.5,0,0,0,0,0,0,0,0,0,0,6,0,30,7
Oliver Norwood,16,Sheffield-United,Midfielder,Northern Ireland,29,39,14,13,1,0.03,0,1,0,1,0,17,6,35%,0,0,0,0,0,0,66,56%,0,5,49,40,20,0,280,136,135,9,0.23,45,30,0,0,1,0.03,2062,52.87,6,0.15,205,27%,1,239,6.13,0,0,0,0,0,0,0,0,0,0,8,0,32,1
Ben Osborn,23,Sheffield-United,Midfielder,England,26,14,8,3,0,14,0,0,0,0,0,3,1,33%,0,0,0,0,0,0,15,67%,0,1,6,6,2,0,45,31,38,4,0.29,6,9,0,0,0,0,244,17.43,1,0.07,18,22%,0,8,0.57,0,0,0,0,0,0,0,0,0,0,0,0,9,1
Sander Berge,8,Sheffield-United,Midfielder,Norway,22,16,6,7,1,0.06,0,1,0,0,0,7,2,29%,0,1,0.06,0,0,0,24,71%,0,2,11,16,11,0,62,85,53,16,1,38,18,0,0,1,0.06,412,25.75,1,0.06,23,13%,0,14,0.88,0,0,0,0,0,0,0,0,0,0,0,0,19,1
Jack Rodwell,26,Sheffield-United,Midfielder,England,29,167,50,64,10,0.06,4,3,3,0,0,210,58,28%,2,13,0.08,0,0,0,212,78%,0,63,113,227,79,0,482,470,423,49,0.29,148,114,0,2,4,0.02,3881,23.24,2,0.01,67,13%,11,271,1.62,0,0,0,0,0,0,0,0,0,0,26,1,135,7
Regan Slater,28,Sheffield-United,Midfielder,England,21,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Burke,14,Sheffield-United,Midfielder,Scotland,23,16,0,13,0,16,0,0,0,0,0,4,0,4%,0,1,0.06,0,0,0,6,67%,0,2,7,2,1,0,15,34,51,13,0.81,8,16,0,0,2,0.13,149,9.31,1,0.06,9,22%,1,3,0.19,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zak Brunt,42,Sheffield-United,Midfielder,England,18,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa Djenepo,12,Southampton,Midfielder,Mali,22,20,7,11,2,0.1,0,2,0,0,0,22,8,36%,1,3,0.15,0,0,0,28,75%,0,4,10,9,3,0,52,117,102,49,2.45,6,19,0,0,2,0.1,266,13.3,3,0.15,21,19%,1,5,0.25,0,0,0,0,0,0,0,0,0,0,4,1,26,3
Oriol Romeu,6,Southampton,Midfielder,Spain,29,183,66,67,4,0.02,0,3,1,0,0,113,23,20%,1,3,0.02,0,0,0,471,69%,0,38,328,254,104,0,1118,1000,921,94,0.51,304,286,0,0,0,0,7889,43.11,12,0.07,20,35%,9,434,2.37,0,0,0,0,0,0,0,0,0,0,49,0,253,5
James Ward-Prowse,8,Southampton,Midfielder,England,25,233,80,89,22,0.09,0,18,4,4,6,249,102,41%,5,15,0.06,0,0,0,262,64%,0,71,188,249,134,0,914,613,874,49,0.21,182,303,0,0,22,0.09,6946,29.81,36,0.15,1110,26%,17,294,1.26,0,0,0,0,0,0,0,0,0,0,28,1,193,5
Stuart Armstrong,17,Southampton,Midfielder,Scotland,28,60,19,26,8,0.13,0,6,2,0,0,79,32,41%,0,4,0.07,0,0,0,61,64%,0,23,23,34,13,0,189,184,241,51,0.85,31,52,0,0,5,0.08,1230,20.5,3,0.05,48,19%,2,34,0.57,0,0,0,0,0,0,0,0,0,0,6,0,47,7
Sofiane Boufal,19,Southampton,Midfielder,Morocco,27,70,12,35,3,0.04,0,1,2,0,0,73,20,27%,0,2,0.03,0,0,0,91,63%,0,28,15,9,3,0,212,371,410,187,2.67,23,37,0,0,4,0.06,1328,18.97,9,0.13,101,16%,9,36,0.51,0,0,0,0,0,0,0,0,0,0,8,0,77,5
Nathan Redmond,11,Southampton,Midfielder,England,26,208,53,99,25,0.12,1,20,3,0,0,382,129,34%,14,15,0.07,0,0,0,253,64%,0,108,113,74,22,0,901,924,1114,415,2,69,187,0,1,18,0.09,5788,27.83,37,0.18,525,23%,27,243,1.17,0,0,0,0,0,0,0,0,0,0,12,1,155,48
William Smallbone,20,Southampton,Midfielder,Ireland,20,11,5,3,0,11,0,0,0,0,0,6,0,6%,1,0,0,0,0,0,13,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0.18,248,22.55,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
